OBJECTID;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
243870;5;3;15;0;2019;7;17;7;3;0;5;0;1;1;0;0;0;0;353703,825;5645956,456;6,917399523;50,9466422;0
243871;5;3;15;0;2019;7;9;7;1;6;4;0;0;1;1;0;0;0;356535,1617;5641871,9;6,959284847;50,9106463;0
243872;5;3;15;0;2019;7;11;7;3;0;3;0;0;1;0;1;0;0;358460,7455;5637538,36;6,988336089;50,87217567;0
243873;5;3;15;0;2019;7;11;7;3;6;4;0;0;1;1;0;0;0;357776,8308;5641475,177;6,977089747;50,90738822;0
243874;5;3;15;0;2019;7;22;7;3;3;6;1;1;0;0;0;0;0;354054,5428;5641136,082;6,924318047;50,90341182;0
243943;5;3;15;0;2019;7;21;6;3;3;2;0;1;1;0;0;0;0;359604,3714;5645808,387;7,001398092;50,94677875;0
243944;5;3;15;0;2019;7;9;6;3;1;5;0;1;1;0;0;0;0;350705,8723;5645377,355;6,874990571;50,94066959;0
243945;5;3;15;0;2019;7;15;6;2;6;4;0;0;0;1;0;0;1;354879,216;5644800,227;6,934580747;50,93654856;0
243980;5;3;15;0;2019;7;11;1;3;3;6;0;0;1;0;0;0;0;363503,1024;5643333,643;7,057790894;50,92547352;0
244040;5;3;15;0;2019;7;19;5;3;6;4;0;1;0;1;0;0;0;363133,3437;5638868,473;7,054207046;50,88525541;0
244041;5;3;15;0;2019;7;11;5;3;1;6;0;0;1;0;0;0;0;364310,4166;5638472,975;7,071077799;50,8819785;0
244043;5;3;15;0;2019;7;11;5;3;5;2;0;1;1;0;0;0;0;363724,7721;5638764,409;7,062648867;50,88445994;0
244044;5;3;15;0;2019;7;18;5;3;2;6;0;0;1;0;1;0;0;357889,3357;5643518,584;6,977892875;50,92578007;0
244045;5;3;15;0;2019;7;18;5;3;6;4;0;0;1;1;0;0;0;360371,5863;5647021,422;7,011847488;50,95786682;0
244046;5;3;15;0;2019;7;10;5;3;8;1;0;1;0;0;0;0;0;364884,2637;5648979,09;7,075336367;50,97653713;0
244047;5;3;15;0;2019;7;19;5;2;5;2;0;0;1;0;1;0;0;356764,4078;5648938,308;6,95976491;50,97420827;0
244048;5;3;15;0;2019;7;14;5;3;0;7;0;0;0;1;0;0;1;357406,1506;5649210,831;6,968792797;50,97681665;0
244049;5;3;15;0;2019;7;12;5;3;0;2;0;0;1;1;0;0;0;358228,297;5648249,896;6,980870868;50,96838377;0
244050;5;3;15;0;2019;7;7;5;3;2;6;0;0;1;0;0;0;0;347763,0208;5646099,933;6,832832602;50,94639333;0
244051;5;3;15;0;2019;7;16;5;3;0;1;0;1;0;0;0;0;0;352468,2782;5647196,03;6,89932116;50,95746679;0
244052;5;3;15;0;2019;7;19;5;2;5;3;0;1;1;0;0;0;0;356761,0653;5641898,2;6,962485715;50,91093876;0
244054;5;3;15;0;2019;7;18;5;3;1;6;0;0;0;0;1;1;0;353888,8005;5638937,197;6,922841998;50,88360908;0
244056;5;3;15;0;2019;7;18;5;3;0;3;0;1;1;0;0;0;0;357435,2649;5637010,966;6,973976432;50,86718391;0
244057;5;3;15;0;2019;7;9;5;3;6;6;0;1;0;1;0;0;0;356597,1393;5645342,353;6,958800873;50,94185034;0
244169;5;3;15;0;2019;7;12;3;2;0;6;0;0;1;0;1;0;0;367636,3884;5638229,885;7,118419251;50,88056518;0
244170;5;3;15;0;2019;7;20;3;3;8;1;0;0;1;0;0;0;0;359215,4077;5646974,526;6,995413669;50,95716406;0
244171;5;3;15;0;2019;7;18;3;3;5;2;0;1;1;0;0;0;0;358026,3924;5643598,33;6,979810718;50,9265305;0
244172;5;3;15;0;2019;7;15;3;3;0;1;0;1;0;0;0;0;0;357696,6033;5644152,182;6,974904969;50,9314267;0
244173;5;3;15;0;2019;7;20;3;3;5;3;0;0;1;0;0;0;0;359947,1191;5649023,559;7,005036602;50,97575721;0
244175;5;3;15;0;2019;7;14;3;2;6;4;0;0;1;1;0;0;0;362311,9858;5651658,862;7,037702588;51,0000116;0
244176;5;3;15;0;2019;7;9;3;3;6;6;0;1;0;1;0;0;0;355492,0367;5647289,103;6,942308977;50,95906942;0
244177;5;3;15;0;2019;7;7;3;3;5;2;0;1;1;0;0;0;0;353641,758;5653526,965;6,913468214;51,01465936;0
244178;5;3;15;0;2019;7;20;3;3;0;1;0;1;0;0;0;0;0;353028,722;5646389,645;6,907621085;50,95036337;0
244179;5;3;15;0;2019;7;20;3;3;5;3;0;1;1;0;0;0;0;354530,2902;5646962,251;6,928754567;50,95589012;0
244180;5;3;15;0;2019;7;8;3;2;1;5;0;1;1;0;0;0;0;350638,8292;5647391,48;6,873210811;50,95875192;0
244181;5;3;15;0;2019;7;11;3;2;5;2;0;1;1;0;0;0;0;352337,443;5645926,659;6,897974394;50,94602606;0
244182;5;3;15;0;2019;7;16;3;3;1;5;0;0;1;0;0;0;0;353683,0959;5644298,249;6,917770576;50,93173522;0
244183;5;3;15;0;2019;7;7;3;2;5;1;0;1;1;0;0;0;0;353599,011;5642218,956;6,917409534;50,91302796;0
244184;5;3;15;0;2019;7;16;3;3;4;2;0;1;1;0;0;0;0;355832,248;5646065,812;6,947634474;50,94816118;0
244185;5;3;15;0;2019;7;17;3;3;0;1;0;0;0;0;1;0;0;356443,36;5645840,214;6,956417239;50,94628628;0
244263;5;3;15;0;2019;7;11;2;3;1;7;0;0;1;0;0;0;0;367303,0468;5638392,048;7,113624591;50,8819462;1
244264;5;3;15;0;2019;7;20;2;3;0;1;0;1;0;0;0;0;0;359887,9276;5647605,101;7,004740447;50,96299501;0
244265;5;3;15;0;2019;7;20;2;3;2;6;0;1;1;0;0;0;0;360361,06;5647000,025;7,011705912;50,95767197;0
244266;5;3;15;0;2019;7;9;2;2;0;1;0;1;0;0;0;0;0;349224,2422;5658097,723;6,84863556;51,05459152;0
244267;5;3;15;0;2019;7;8;2;3;0;6;0;0;1;1;0;0;0;353779,0004;5648073,628;6,917618406;50,96568751;0
244269;5;3;15;0;2019;7;16;2;2;5;3;0;1;1;0;0;0;0;355822,3577;5645259,533;6,947812939;50,94091283;0
244270;5;3;15;0;2019;7;7;2;3;0;1;0;1;0;0;0;0;0;356651,4422;5645583,773;6,95947829;50,94403345;0
244271;5;3;15;0;2019;7;9;2;3;0;1;0;0;0;0;1;0;0;355736,4544;5643634,541;6,947234288;50,92628783;1
244335;5;3;15;0;2019;7;16;1;3;6;7;0;0;0;1;0;0;1;363420,7844;5637979,694;7,058623084;50,87733553;0
244336;5;3;15;0;2019;7;23;1;2;5;3;2;1;0;0;0;0;0;356148,03;5646503,145;6,951954076;50,9521703;0
244337;5;3;15;0;2019;7;18;1;3;6;7;0;0;1;1;0;0;0;354419,1872;5653754,321;6,924452456;51,01689984;0
244338;5;3;15;0;2019;7;2;1;3;6;7;2;0;1;1;0;0;0;354241,6071;5653685,282;6,921950218;51,01623443;0
244339;5;3;15;0;2019;7;15;1;3;0;1;0;1;0;0;0;0;0;353968,1236;5646716,872;6,920854319;50,95354281;0
244340;5;3;15;0;2019;7;19;1;3;5;2;0;1;1;0;0;0;0;356705,9443;5641750,871;6,961760021;50,90960104;0
244341;5;3;15;0;2019;7;1;1;3;5;2;2;1;1;0;0;0;0;355553,2576;5641224,356;6,945583588;50,90458203;0
244342;5;3;15;0;2019;7;11;1;3;0;1;0;1;0;0;0;0;0;356205,9546;5645858,089;6,953032931;50,94638775;0
244343;5;3;15;0;2019;7;2;1;3;8;7;2;1;0;0;0;0;0;356531,6888;5643413,37;6,958629223;50,9244985;0
244383;5;3;15;0;2019;7;14;7;3;1;5;0;1;1;0;0;0;0;365595,6754;5643080,793;7,087641368;50,92369232;0
244384;5;3;15;0;2019;7;0;7;3;0;1;2;0;0;0;1;0;0;358060,109;5641007,948;6,981297953;50,90325892;1
244405;5;3;15;0;2019;7;0;1;3;0;7;2;0;0;0;1;0;0;356566,34;5644060,241;6,958867436;50,93032048;0
244447;5;3;15;0;2019;7;20;6;3;5;3;0;0;1;0;0;0;0;358515,3554;5651685,14;6,983619027;50,99932673;0
244448;5;3;15;0;2019;7;16;6;3;2;6;0;0;1;0;0;0;0;353366,832;5650364,27;6,910828902;50,98616773;0
244449;5;3;15;0;2019;7;17;6;3;0;7;0;1;0;0;0;0;0;356498,493;5644596,638;6,9576914;50,93512414;0
244529;5;3;15;0;2019;7;15;5;3;6;7;0;0;1;1;0;0;0;356721,4556;5649131,554;6,959077365;50,97593425;0
244530;5;3;15;0;2019;7;16;5;2;0;1;0;1;0;0;0;0;0;348873,2546;5643182,49;6,84983512;50,92046854;0
244531;5;3;15;0;2019;7;8;5;3;5;3;0;0;1;0;0;0;0;353926,369;5636870,4;6,924201293;50,86504472;0
244532;5;3;15;0;2019;7;17;5;2;5;3;0;0;1;0;1;0;0;356166,8442;5640328,47;6,954657368;50,89668397;0
244533;5;3;15;0;2019;7;11;5;3;0;1;0;0;0;0;0;0;1;355028,1112;5645378,825;6,936468186;50,94178573;0
244534;5;3;15;0;2019;7;2;5;3;0;7;2;0;0;0;0;0;1;355287,3975;5645231,1;6,940215;50,94052329;0
244604;5;3;15;0;2019;7;22;4;3;2;6;2;0;1;0;0;0;0;361198,838;5640769,52;7,025999693;50,90187921;0
244605;5;3;15;0;2019;7;17;4;3;6;4;0;1;0;1;0;0;0;363341,9168;5641237,992;7,056283835;50,90660081;0
244606;5;3;15;0;2019;7;11;4;3;1;6;0;0;1;0;0;0;0;359413,0933;5643354,241;6,999623738;50,92467645;0
244608;5;3;15;0;2019;7;15;4;3;0;1;0;1;0;0;0;0;0;363165,015;5644220,657;7,052650267;50,93336539;0
244609;5;3;15;0;2019;7;14;4;3;2;6;0;1;0;0;0;0;0;358202,214;5642144,979;6,982875909;50,91351241;0
244610;5;3;15;0;2019;7;17;4;2;1;5;0;1;1;0;0;0;0;358133,9717;5651868,152;6,978115809;51,00087753;0
244611;5;3;15;0;2019;7;17;4;3;5;7;0;1;1;0;0;0;0;357680,545;5644391,078;6,974583314;50,9335697;0
244612;5;3;15;0;2019;7;8;4;3;0;1;0;1;0;0;0;0;0;359388,2274;5647546,771;6,99765167;50,96234905;0
244613;5;3;15;0;2019;7;20;4;2;4;3;0;0;1;0;0;0;0;354064,335;5649461,974;6,921121939;50,9782364;0
244614;5;3;15;0;2019;7;15;4;3;5;5;0;1;1;0;0;0;0;356719,511;5648516,773;6,959291927;50,97040883;0
244615;5;3;15;0;2019;7;23;4;2;7;7;2;0;0;0;1;0;0;352626,0809;5647590,548;6,901406706;50,96105252;0
244616;5;3;15;0;2019;7;15;4;3;3;2;0;1;0;0;0;0;1;353032,2243;5645936,001;6,907853999;50,94628756;0
244617;5;3;15;0;2019;7;10;4;3;5;3;0;1;0;0;0;0;0;354679,4447;5646856,027;6,930919203;50,95497315;0
244618;5;3;15;0;2019;7;20;4;3;1;1;0;1;0;0;1;0;0;355293,7735;5641428,718;6,941814565;50,90635362;0
244619;5;3;15;0;2019;7;14;4;3;0;7;0;0;1;1;0;0;1;357026,5103;5642371,581;6,966073524;50,91525883;0
244620;5;3;15;0;2019;7;14;4;3;0;6;0;0;0;0;1;0;0;356184,2774;5644562,194;6,953236134;50,93473633;0
244621;5;3;15;0;2019;7;21;4;3;5;3;0;1;1;0;0;0;0;355888,0821;5644644,638;6,94899101;50,9354033;0
244652;5;3;15;0;2019;7;13;5;3;4;6;0;0;1;0;0;0;0;363920,4319;5644474,421;7,063299544;50,93582481;0
244653;5;3;15;0;2019;7;19;5;2;6;7;0;0;1;1;0;0;0;362861,3419;5645445,469;7,047870232;50,9443011;0
244654;5;3;15;0;2019;7;18;5;3;0;3;0;1;1;0;0;0;0;357526,5687;5643734,471;6,972650112;50,92763077;0
244655;5;3;15;0;2019;7;7;5;3;0;4;0;1;0;1;0;0;0;356710,9913;5646426,39;6,95999382;50,95162075;0
244656;5;3;15;0;2019;7;15;5;3;5;3;0;1;1;0;0;0;0;352223,9816;5653550,908;6,89326072;51,01451196;0
244657;5;3;15;0;2019;7;13;5;3;5;3;0;1;1;0;0;0;0;351349,307;5646000;6,883888238;50,94643119;0
244658;5;3;15;0;2019;7;11;5;3;2;3;0;1;1;0;0;0;0;352930,0491;5648266,052;6,905459029;50,96720063;0
244659;5;3;15;0;2019;7;20;5;3;0;1;0;1;0;0;0;0;0;354803,7979;5643785,433;6,933912365;50,92740987;0
244660;5;3;15;0;2019;7;17;5;3;3;7;0;1;1;0;0;0;0;359592,1274;5638994,742;7,003846342;50,88554045;0
244661;5;3;15;0;2019;7;7;5;3;5;3;0;1;0;0;1;0;0;352078,887;5642446,799;6,89570853;50,9146879;0
244662;5;3;15;0;2019;7;15;5;3;5;3;0;1;1;0;0;0;0;354191,7513;5642822,399;6,925594315;50,91860099;0
244663;5;3;15;0;2019;7;12;5;3;0;1;0;1;0;0;0;0;0;353633,4976;5642833,469;6,917653226;50,91855914;0
244665;5;3;15;0;2019;7;21;5;2;0;1;2;0;0;0;0;0;1;356595,6988;5644492,328;6,959114938;50,9342109;1
244727;5;3;15;0;2019;7;11;4;2;1;7;0;0;1;0;0;0;0;364546,6245;5645198,262;7,071937066;50,94247775;0
244729;5;3;15;0;2019;7;20;4;2;0;1;0;1;0;0;0;0;0;366478,625;5647691,516;7,098506614;50,96533683;0
244730;5;3;15;0;2019;7;8;4;3;0;1;0;1;0;0;0;0;0;362445,402;5649922,134;7,040260515;50,98443512;0
244731;5;3;15;0;2019;7;20;4;3;0;6;0;1;1;0;0;0;0;359094,9822;5639705,639;6,996508978;50,89180836;0
244732;5;3;15;0;2019;7;9;4;3;0;1;0;1;0;0;0;0;0;352920,203;5643193,59;6,907367228;50,92161405;0
244734;5;3;15;0;2019;7;18;4;3;5;3;0;1;0;0;0;0;1;356660,4052;5643962,231;6,960243664;50,92946306;0
244784;5;3;15;0;2019;7;17;3;3;6;4;0;0;1;1;0;0;0;359303,9256;5652997,725;6,994341211;51,01131626;0
244785;5;3;15;0;2019;7;13;3;3;5;3;0;1;1;0;0;0;0;357109,8433;5648932,225;6,964684329;50,97423941;0
244787;5;3;15;0;2019;7;16;3;3;5;2;0;1;0;0;1;0;0;353040,7499;5646559,83;6,907723507;50,95189582;0
244788;5;3;15;0;2019;7;13;3;2;0;2;0;1;1;0;0;0;0;351772,9418;5650376,167;6,888131349;50,98586645;0
244789;5;3;15;0;2019;7;9;3;3;0;1;0;1;0;0;0;0;0;356661,6727;5641677,331;6,961159604;50,90892915;0
244790;5;3;15;0;2019;7;14;3;3;4;6;0;0;1;0;0;0;1;359550,648;5636160,026;7,004345672;50,8600541;0
244791;5;3;15;0;2019;7;11;3;1;1;5;0;0;1;0;1;0;1;356941,5633;5639540,686;6,965975144;50,88979659;0
244792;5;3;15;0;2019;7;17;3;3;2;6;0;0;1;0;0;0;0;356171,5217;5645432,215;6,952711273;50,9425519;0
244793;5;3;15;0;2019;7;9;3;3;6;6;0;1;0;1;0;0;0;356912,9804;5642940,623;6,964236337;50,92034464;0
244850;5;3;15;0;2019;7;15;2;3;0;6;0;0;0;0;1;0;0;352768,8487;5646703,198;6,903797205;50,95311481;0
244851;5;3;15;0;2019;7;19;2;3;6;7;0;1;0;1;0;0;0;356656,419;5641668,321;6,961088465;50,90884688;0
244853;5;3;15;0;2019;7;9;2;3;0;7;0;1;0;0;0;0;1;353967,7084;5644710,226;6,921652957;50,93550966;0
244932;5;3;15;0;2019;7;8;2;3;0;3;0;0;1;0;1;0;0;367349,4;5634991,396;7,115516221;50,85139235;0
244933;5;3;15;0;2019;7;12;2;3;2;6;0;0;1;0;0;0;0;364203,3012;5639545,746;7,069157338;50,89159494;0
244935;5;3;15;0;2019;7;18;2;3;2;6;0;0;1;0;0;0;0;359886,4929;5645746,354;7,005435494;50,94628989;0
244936;5;3;15;0;2019;7;18;2;3;6;2;0;0;1;1;0;0;0;360681,858;5648996,053;7,015506293;50,97568823;0
244938;5;3;15;0;2019;7;0;2;3;2;2;2;0;1;0;1;0;0;360343,4106;5646964,063;7,011468566;50,95734451;0
244939;5;3;15;0;2019;7;13;2;3;5;3;0;0;1;0;1;0;0;355171,9264;5647136,295;6,937814796;50,95761581;0
244940;5;3;15;0;2019;7;17;2;3;1;5;0;1;0;0;0;0;1;348374,1128;5648564,403;6,840498473;50,96870054;0
244941;5;3;15;0;2019;7;9;2;2;0;1;0;1;0;0;0;0;0;354263,6975;5643937,477;6,92617153;50,92864006;0
244942;5;3;15;0;2019;7;13;2;3;0;3;0;1;1;0;0;0;0;355501,9536;5645662,511;6,943095672;50,9444541;0
244943;5;3;15;0;2019;7;13;2;3;0;5;0;1;0;0;0;1;0;356409,2216;5645720,742;6,9559787;50,9452041;0
245051;5;3;15;0;2019;7;17;7;3;6;6;0;0;0;1;0;0;1;358619,3733;5646604,961;6,987076062;50,95369685;0
245052;5;3;15;0;2019;7;11;7;3;5;3;0;1;1;0;0;0;0;352475,1997;5654133,85;6,896602481;51,01981501;0
245053;5;3;15;0;2019;7;11;7;2;5;3;0;1;1;0;0;0;0;354472,434;5651349,414;6,926175342;50,9953014;0
245054;5;3;15;0;2019;7;13;7;3;1;5;0;0;1;0;1;0;0;355291,618;5641908,544;6,941593682;50,9106652;0
245055;5;3;15;0;2019;7;12;7;3;2;6;0;1;1;0;0;0;0;354616,5787;5642309,571;6,931838467;50,91409951;0
245056;5;3;15;0;2019;7;12;7;3;5;3;0;0;1;0;0;0;0;354845,6205;5641503,793;6,935414957;50,9069158;0
245057;5;3;15;0;2019;7;19;7;3;2;7;0;0;1;0;0;0;0;357135,4294;5643101,582;6,967336036;50,9218463;1
245058;5;3;15;0;2019;7;21;7;3;2;2;1;0;1;0;0;0;0;355034,0972;5645983,787;6,936312548;50,94722388;1
245059;5;3;15;0;2019;7;18;7;3;3;6;0;1;0;0;0;0;1;356619,1716;5645342,287;6,959114295;50,94185522;0
245125;5;3;15;0;2019;7;23;6;3;4;2;2;0;1;0;0;0;0;363536,2453;5641441,633;7,058969974;50,90847699;0
245126;5;3;15;0;2019;7;3;6;3;8;1;2;1;0;0;0;0;0;363378,5613;5641674,908;7,056641161;50,91053625;1
245128;5;3;15;0;2019;7;17;6;3;6;2;0;0;1;1;0;0;0;359446,4525;5643841,606;6,999910203;50,92906459;0
245129;5;3;15;0;2019;7;7;6;3;5;2;0;0;1;0;0;0;0;356520,129;5652105,954;6,955036815;51,00261443;1
245130;5;3;15;0;2019;7;20;6;3;8;1;0;0;0;0;1;0;0;356886,7926;5652106,918;6,960258802;51,00271441;0
245132;5;3;15;0;2019;7;17;6;3;5;2;0;0;1;0;1;0;0;353602,2291;5651460,061;6,913738747;50,99607502;0
245133;5;3;15;0;2019;7;8;6;2;4;5;0;0;1;0;1;0;0;353249,7603;5642579,577;6,912299827;50,91618004;1
245153;5;3;15;0;2019;7;11;7;3;2;2;0;1;1;0;0;0;0;356676,7261;5642504,275;6,961048762;50,91636458;0
245167;5;3;15;0;2019;7;13;6;3;5;3;0;1;0;0;0;0;1;358172,207;5644798,77;6,981417069;50,93735475;0
245168;5;3;15;0;2019;7;17;6;3;4;6;0;1;0;0;0;0;0;360002,0517;5647266,588;7,006494816;50,9599805;0
245169;5;3;15;0;2019;7;15;6;3;0;1;0;1;0;0;0;0;0;355623,196;5649533,087;6,943284545;50,97926844;0
245171;5;3;15;0;2019;7;12;6;3;5;3;0;1;0;0;0;0;1;350400,1731;5649297,359;6,869031219;50,97581686;0
245172;5;3;15;0;2019;7;1;6;2;1;7;2;0;1;0;0;0;0;353777,0979;5645509,473;6,918621311;50,94264392;0
245173;5;3;15;0;2019;7;16;6;3;0;1;0;1;1;0;0;0;0;353044,824;5646560,595;6,90778116;50,95190374;0
245174;5;3;15;0;2019;7;0;6;3;0;5;2;0;1;0;1;0;0;354226,8478;5642862,688;6,926077179;50,91897192;0
245175;5;3;15;0;2019;7;13;6;2;5;3;0;1;1;0;0;0;0;359179,3346;5639258,115;6,997880069;50,88780696;0
245176;5;3;15;0;2019;7;10;6;3;5;2;0;1;1;0;0;0;0;355403,4545;5645886,95;6,941605416;50,94644639;0
245177;5;3;15;0;2019;7;19;7;2;9;1;0;1;0;0;0;0;0;347796,46;5646102,5;6,833307189;50,94642523;1
245246;5;3;15;0;2019;7;22;7;3;5;3;2;1;1;0;0;0;0;354608,667;5643331,083;6,931318828;50,9232776;1
245251;5;3;15;0;2019;7;12;5;3;5;3;0;1;1;0;0;0;0;359479,3671;5645254,761;6,999833346;50,94177279;0
245252;5;3;15;0;2019;7;8;5;3;0;7;0;0;1;1;0;0;0;357729,9646;5645132,932;6,974996506;50,94024892;0
245253;5;3;15;0;2019;7;1;5;3;8;1;2;0;1;0;0;0;0;353046,6754;5650863,584;6,906068731;50,99057318;0
245254;5;3;15;0;2019;7;21;5;3;8;1;1;0;1;0;0;0;0;354989,1383;5646014,833;6,93566061;50,94749157;0
245256;5;3;15;0;2019;7;8;5;3;0;1;0;1;0;0;0;0;0;353797,9544;5643165,587;6,919858165;50,92158547;0
245257;5;3;15;0;2019;7;22;5;3;3;2;2;0;1;0;0;0;0;355622,181;5637695,734;6,94795749;50,87288791;0
245259;5;3;15;0;2019;7;15;5;3;0;7;0;1;1;0;0;0;0;353824,225;5642298,513;6,92057913;50,9138;0
245260;5;3;15;0;2019;7;10;5;2;6;4;0;0;1;1;0;0;0;356617,3357;5642852,251;6,960067654;50,91947706;0
245261;5;3;15;0;2019;7;3;5;3;0;7;2;0;0;0;0;0;1;355034,9768;5644267,377;6,937008018;50,93179913;0
245262;5;3;15;0;2019;7;21;5;3;1;7;2;0;1;0;0;0;1;356705,8225;5642824,121;6,961336771;50,91924624;0
245264;5;3;15;0;2019;7;15;5;3;0;1;0;0;0;0;0;0;1;356528,0676;5645875,951;6,957608185;50,94662853;0
245265;5;3;15;0;2019;7;9;5;3;0;1;0;0;0;0;0;0;1;355950,2471;5644228,295;6,950039699;50,93167723;0
245266;5;3;15;0;2019;7;22;5;3;0;6;2;0;1;0;0;0;1;356176,0662;5645432,169;6,952775933;50,94255262;0
245292;5;3;15;0;2019;7;10;7;2;2;6;0;0;1;0;1;0;0;356239,0093;5648467,889;6,952472252;50,9698498;0
245302;5;3;15;0;2019;7;15;7;3;1;5;0;1;1;0;0;0;0;356099,5108;5646003,523;6,951461227;50,94766818;0
245333;5;3;15;0;2019;7;18;4;3;0;1;0;1;0;0;0;0;0;363405,4282;5638901,129;7,058060609;50,8856133;0
245334;5;3;15;0;2019;7;16;4;3;0;7;0;1;0;0;0;0;0;357535,589;5644758,033;6,972378299;50,93683172;0
245336;5;3;15;0;2019;7;13;4;2;0;1;0;1;0;0;0;0;0;358255,773;5642947,637;6,983325417;50,9207391;0
245337;5;3;15;0;2019;7;8;4;3;5;3;0;0;1;0;0;0;0;359456,4235;5650124,784;6,997625701;50,98553442;0
245338;5;3;15;0;2019;7;12;4;3;3;5;0;1;1;0;0;0;0;357647,425;5647771,215;6,972790868;50,96393864;0
245339;5;3;15;0;2019;7;8;4;3;5;3;0;1;1;0;0;0;0;352584,9061;5646605,387;6,901219806;50,95218881;0
245340;5;3;15;0;2019;7;8;4;3;0;7;0;1;0;0;0;0;1;352493,0428;5644855,733;6,900621447;50,93644197;0
245341;5;3;15;0;2019;7;18;4;3;0;7;0;1;0;1;0;0;0;360634,9034;5639561,144;7,01844576;50,89088336;0
245343;5;3;15;0;2019;7;9;4;2;0;1;0;1;0;0;0;0;0;356382,4257;5641552,229;6,957239526;50,90773546;0
245344;5;3;15;0;2019;7;13;4;3;5;5;0;0;1;0;0;0;0;356638,6906;5642715,141;6,960425156;50,91825017;0
245345;5;3;15;0;2019;7;11;4;3;0;1;0;1;0;0;0;0;0;354971,3982;5643914,218;6,936244367;50,9286094;0
245346;5;3;15;0;2019;7;10;4;3;5;2;0;1;1;0;0;0;0;355832,248;5646065,812;6,947634474;50,94816118;0
245348;5;3;15;0;2019;7;10;7;2;1;5;0;0;1;0;1;0;0;355522,6055;5641035,89;6,945222519;50,90288065;1
245385;5;3;15;0;2019;7;15;4;2;9;1;0;0;0;0;1;0;0;361778,892;5646248,439;7,03216676;50,95125911;0
245404;5;3;15;0;2019;7;8;3;3;4;6;0;1;0;0;0;0;0;357600,5413;5645418,881;6,97304381;50,94278678;0
245405;5;3;15;0;2019;7;16;3;3;0;7;0;1;1;0;0;0;0;363227,9125;5648009,416;7,052121585;50,96743132;0
245406;5;3;15;0;2019;7;19;3;3;5;3;0;1;1;0;0;0;0;359074,5918;5651558,255;6,991633033;50,99832366;0
245407;5;3;15;0;2019;7;16;7;3;1;3;0;1;1;0;0;0;0;364652,181;5647663,831;7,07252195;50,9646618;1
245408;5;3;15;0;2019;7;17;3;3;5;3;0;0;1;0;0;0;1;360063,548;5648008,125;7,007084717;50,96665971;0
245409;5;3;15;0;2019;7;13;3;3;5;3;0;0;0;0;1;0;1;356736,2999;5651149,773;6,958492984;50,9940753;0
245410;5;3;15;0;2019;7;20;3;2;6;6;0;1;0;1;0;0;0;354791,7858;5653942,366;6,9296856;51,01868393;0
245411;5;3;15;0;2019;7;1;3;2;8;1;2;1;0;0;0;0;0;349106,027;5645909,122;6,852015574;50,94503174;0
245412;5;3;15;0;2019;7;13;3;3;6;7;0;0;0;1;0;0;1;351306,5664;5645748,698;6,883382846;50,94416186;0
245413;5;3;15;0;2019;7;10;3;3;3;6;0;1;1;0;0;0;1;354202,235;5646738,618;6,924176456;50,95379751;0
245414;5;3;15;0;2019;7;12;3;3;0;1;0;1;0;0;0;0;0;355270,2762;5643057,805;6,940834385;50,92098805;0
245415;5;3;15;0;2019;7;18;3;3;4;7;0;0;1;0;0;0;0;355559,8764;5641329,415;6,945636092;50,90552784;0
245416;5;3;15;0;2019;7;10;3;3;5;3;0;0;1;0;0;0;0;357974,7497;5640961,208;6,980102942;50,90281788;0
245417;5;3;15;0;2019;7;1;3;3;0;7;2;0;0;0;0;0;1;355666,646;5644691,273;6,945823211;50,93576703;0
245418;5;3;15;0;2019;7;16;7;3;6;4;0;1;0;1;0;0;0;355430,8943;5645711,892;6,942065253;50,94488007;1
245450;5;3;15;0;2019;7;12;4;3;0;1;0;1;0;0;0;0;0;363724,3409;5639349,176;7,062424658;50,88971545;0
245451;5;3;15;0;2019;7;7;4;3;2;2;0;0;1;0;0;0;0;365861,7262;5635838,935;7,094083638;50,85866673;0
245452;5;3;15;0;2019;7;18;4;3;5;2;0;1;1;0;0;0;0;359139,1202;5645449,614;6,994918097;50,94344094;0
245453;5;3;15;0;2019;7;6;4;3;5;5;0;0;1;0;1;0;0;358953,6893;5651733,264;6,989843166;50,99986683;0
245454;5;3;15;0;2019;7;16;4;3;2;6;0;0;1;0;0;0;0;356303,0141;5650777,386;6,952470195;50,99062072;0
245455;5;3;15;0;2019;7;17;4;3;5;2;0;1;1;0;0;0;0;355313,146;5642606,119;6,941623071;50,91693958;0
245456;5;3;15;0;2019;7;15;4;3;0;1;0;1;0;0;0;0;0;352852,8291;5641479,746;6,907100509;50,90619519;0
245457;5;3;15;0;2019;7;8;4;3;5;2;0;1;1;0;0;0;0;356196,2973;5644410,133;6,953467085;50,93337278;0
245521;5;3;15;0;2019;7;15;3;2;5;2;0;0;1;0;1;0;0;360183,6708;5649694,22;7,008145992;50,98184199;0
245522;5;3;15;0;2019;7;15;3;3;6;4;0;0;1;1;0;0;0;354687,1969;5649105,631;6,930130934;50,97519158;0
245523;5;3;15;0;2019;7;13;3;3;8;1;0;0;1;0;0;0;0;352109,3426;5653450,188;6,891668634;51,01357738;0
