OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,USTRZUSTAND,UIDENTSTLAE,Participants
215578,5,3,15,0,2020,September,8,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Unfall durch ruhenden Verkehr,Tageslicht,1,1,0,0,0,0,"354355,6502","5641670,542",6.928384249,50.90829092,trocken,"5,20092E+18","Rad, PKW"
215580,5,3,15,0,2020,September,18,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"353713,9254","5643126,088",6.918679298,50.92120921,trocken,"5,20092E+18",Rad
215583,5,3,15,0,2020,September,19,Freitag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Dämmerung,1,0,1,0,0,0,"354745,3275","5644912,036",6.932631945,50.93751965,trocken,"5,20092E+18","Rad, Fuss"
215585,5,3,15,0,2020,September,10,Freitag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Sonstiger Unfall,Tageslicht,0,1,1,0,0,0,"356653,819","5642624,077",6.960676025,50.91743554,trocken,"5,20092E+18","Fuss, PKW"
215587,5,3,15,0,2020,September,7,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr,Tageslicht,1,1,0,0,0,0,"355715,0478","5644453,477",6.946605749,50.93364211,trocken,"5,20092E+18","Rad, PKW"
215646,5,3,15,0,2020,September,17,Samstag,Unfall mit Schwerverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Fahrunfall,Tageslicht,0,1,0,1,0,0,"357516,6362","5644261,313",6.972302941,50.93236303,nass/feucht,"5,20093E+18","Krad, PKW"
215648,5,3,15,0,2020,September,16,Samstag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Tageslicht,0,1,1,0,0,0,"359950,7183","5648226,27",7.005394894,50.96859278,trocken,"5,20093E+18","Fuss, PKW"
215651,5,3,15,0,2020,September,13,Samstag,Unfall mit Schwerverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,0,0,1,0,0,"359964,7403","5647237,505",7.005975055,50.95971006,trocken,"5,20093E+18","Rad, Krad"
215653,5,3,15,0,2020,September,4,Samstag,Unfall mit Schwerverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Dunkelheit,0,1,0,1,0,0,"356299,6826","5648014,848",6.953514787,50.96579354,nass/feucht,"5,20093E+18","Krad, PKW"
215654,5,3,15,0,2020,September,13,Samstag,Unfall mit Schwerverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Sonstiger Unfall,Tageslicht,0,1,1,0,0,0,"354978,025","5649259,698",6.934209219,50.97664944,trocken,"5,20093E+18","Fuss, PKW"
215656,5,3,15,0,2020,September,9,Samstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,0,0,0,1,0,0,"354858,2349","5646763,839",6.933499813,50.95418974,trocken,"5,20093E+18",Krad
215657,5,3,15,0,2020,September,15,Samstag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Unfall durch ruhenden Verkehr,Tageslicht,0,1,1,0,0,0,"349706,4415","5644611,429",6.861091442,50.93352709,trocken,"5,20093E+18","Fuss, PKW"
215661,5,3,15,0,2020,September,18,Samstag,Unfall mit Leichtverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall durch ruhenden Verkehr,Dämmerung,0,1,0,1,0,0,"352184,8083","5644648,25",6.896321849,50.9344985,nass/feucht,"5,20093E+18","Krad, PKW"
215663,5,3,15,0,2020,September,9,Samstag,Unfall mit Getöteten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"353238,6598","5647829,989",6.910026986,50.96336063,trocken,"5,20093E+18","Rad, PKW"
215664,5,3,15,0,2020,September,18,Samstag,Unfall mit Leichtverletzten,Unfall anderer Art,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,0,"361213,2273","5637670,331",7.027381358,50.87402921,nass/feucht,"5,20093E+18",PKW
215666,5,3,15,0,2020,September,11,Samstag,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Tageslicht,0,1,0,0,0,0,"355502,5722","5642234,462",6.944463274,50.91364702,trocken,"5,20093E+18",PKW
215801,5,3,15,0,2020,September,14,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,0,1,0,1,0,0,"355892,7955","5654173,679",6.94528055,51.02103966,nass/feucht,"5,20093E+18","Krad, PKW"
215803,5,3,15,0,2020,September,11,Mittwoch,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Tageslicht,0,0,0,0,0,1,"359338,814","5644562,764",6.99810118,50.93551948,nass/feucht,"5,20093E+18",Sonstige
215811,5,3,15,0,2020,September,7,Mittwoch,Unfall mit Leichtverletzten,Unfall anderer Art,Unfall durch ruhenden Verkehr,Tageslicht,1,1,0,0,0,0,"359843,9156","5638119,408",7.007759289,50.87773475,nass/feucht,"5,20093E+18","Rad, PKW"
215845,5,3,15,0,2020,Oktober,16,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Abbiegeunfall,Tageslicht,0,1,0,1,0,0,"356117,0195","5640732,496",6.953790143,50.9003025,nass/feucht,"5,201E+18","Krad, PKW"
215850,5,3,15,0,2020,September,13,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"359143,2261","5644993,978",6.995152683,50.93934709,trocken,"5,20093E+18","Rad, PKW"
215852,5,3,15,0,2020,September,8,Donnerstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"363707,325","5638606,371",7.062459916,50.88303546,nass/feucht,"5,20093E+18",Rad
215855,5,3,15,0,2020,September,14,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr,Tageslicht,1,0,0,0,1,0,"357797,4336","5644753,337",6.976104341,50.93685415,trocken,"5,20093E+18","Rad, Gkfz"
215858,5,3,15,0,2020,September,17,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,0,"356687,8824","5648255,183",6.958944829,50.9680501,trocken,"5,20093E+18",PKW
215861,5,3,15,0,2020,September,14,Donnerstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"354043,9454","5645279,357",6.922509223,50.94064355,trocken,"5,20093E+18",Rad
215863,5,3,15,0,2020,September,10,Mittwoch,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"355159,5862","5644068,706",6.938859045,50.93004503,nass/feucht,"5,20093E+18",Rad
215865,5,3,15,0,2020,September,8,Mittwoch,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Tageslicht,1,1,0,0,0,0,"354192,4364","5646583,72",6.924099084,50.95240301,nass/feucht,"5,20093E+18","Rad, PKW"
215868,5,3,15,0,2020,September,11,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Abbiegeunfall,Tageslicht,1,1,0,0,0,0,"355469,9959","5644629,237",6.943050984,50.93516027,trocken,"5,20093E+18","Rad, PKW"
215905,5,3,15,0,2020,September,5,Mittwoch,Unfall mit Leichtverletzten,Aufprall auf Fahrbahnhindernis,Fahrunfall,Dunkelheit,0,0,0,1,0,0,"352122,2731","5652429,363",6.892268828,51.00440717,trocken,"5,20093E+18",Krad
215918,5,3,15,0,2020,September,5,Mittwoch,Unfall mit Schwerverletzten,Abkommen von Fahrbahn nach rechts,Sonstiger Unfall,Dunkelheit,0,1,0,0,0,0,"353745,9312","5643813,638",6.918858581,50.92739612,trocken,"5,20093E+18",PKW
215960,5,3,15,0,2020,September,10,Mittwoch,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Tageslicht,0,0,1,0,1,0,"359598,6658","5645260,905",7.001527966,50.94185708,nass/feucht,"5,20093E+18","Fuss, Gkfz"
215968,5,3,15,0,2020,September,7,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Unfall im Längsverkehr,Dämmerung,1,0,0,0,0,0,"356183,8048","5645039,799",6.953040909,50.93902838,nass/feucht,"5,20093E+18",Rad
215972,5,3,15,0,2020,September,14,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Abbiegeunfall,Tageslicht,1,1,0,0,0,0,"352493,005","5644828,916",6.900631766,50.93620097,nass/feucht,"5,20093E+18","Rad, PKW"
216001,5,3,15,0,2020,Oktober,11,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,0,1,0,0,0,0,"357437,1755","5641670,396",6.972185639,50.90905887,trocken,"5,201E+18",PKW
216011,5,3,15,0,2020,September,14,Mittwoch,Unfall mit Schwerverletzten,Abkommen von Fahrbahn nach rechts,Fahrunfall,Tageslicht,0,1,0,0,0,0,"352146,3517","5653572,799",6.892145884,51.01468873,nass/feucht,"5,20093E+18",PKW
216023,5,3,15,0,2020,September,6,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Abbiegeunfall,Dunkelheit,1,1,0,0,0,0,"353718,7506","5643881,258",6.918444952,50.92799691,trocken,"5,20093E+18","Rad, PKW"
216028,5,3,15,0,2020,September,16,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Abbiegeunfall,Tageslicht,0,1,0,0,0,0,"363271,6033","5640481,868",7.055567551,50.89978852,nass/feucht,"5,20093E+18",PKW
216039,5,3,15,0,2020,September,8,Dienstag,Unfall mit Schwerverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Tageslicht,0,1,1,0,0,0,"352878,0293","5642649,861",6.906986925,50.91671702,trocken,"5,20093E+18","Fuss, PKW"
216047,5,3,15,0,2020,September,14,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,0,"354537,762","5644205,703",6.929961713,50.93111971,trocken,"5,20093E+18",PKW
216048,5,3,15,0,2020,Oktober,20,Montag,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Dunkelheit,0,1,0,1,0,0,"363083,8792","5651390,134",7.048797921,50.99778067,nass/feucht,"5,201E+18","Krad, PKW"
216052,5,3,15,0,2020,Oktober,14,Sonntag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,0,1,0,0,0,0,"365852,698","5636341,733",7.093771127,50.86318365,nass/feucht,"5,201E+18",PKW
216073,5,3,15,0,2020,Oktober,16,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Sonstiger Unfall,Tageslicht,0,1,0,0,0,0,"349880,0402","5659583,955",6.857369218,51.06811877,nass/feucht,"5,20101E+18",PKW
216099,5,3,15,0,2020,Oktober,1,Montag,Unfall mit Schwerverletzten,Unfall anderer Art,Fahrunfall,Dunkelheit,1,0,0,0,0,0,"356032,6065","5646181,524",6.950439067,50.94925114,trocken,"5,201E+18",Rad
216101,5,3,15,0,2020,Oktober,16,Samstag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,1,"361443,336","5647376,585",7.026963064,50.96131745,trocken,"5,201E+18","PKW, Sonstige"
216103,5,3,15,0,2020,Oktober,19,Sonntag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Dunkelheit,0,1,0,0,0,0,"353386,2409","5654847,159",6.909294331,51.02645817,nass/feucht,"5,201E+18",PKW
216125,5,3,15,0,2020,Oktober,15,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"361054,169","5638149,309",7.024940034,50.87829574,trocken,"5,20101E+18","Rad, PKW"
216138,5,3,15,0,2020,Oktober,14,Samstag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Sonstiger Unfall,Tageslicht,0,1,0,0,0,0,"353924,2042","5655539,322",6.916681276,51.03281526,trocken,"5,201E+18",PKW
216143,5,3,15,0,2020,Oktober,13,Samstag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,0,"352770,0285","5647176,761",6.903622446,50.95737081,trocken,"5,201E+18",PKW
216153,5,3,15,0,2020,Oktober,4,Sonntag,Unfall mit Schwerverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr,Dunkelheit,1,0,0,0,0,0,"352369,9582","5643037,53",6.899607197,50.92007108,trocken,"5,201E+18",Rad
216181,5,3,15,0,2020,Oktober,13,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,0,1,0,0,0,0,"366083,2091","5647741,739",7.092860294,50.96569643,nass/feucht,"5,20101E+18",PKW
216207,5,3,15,0,2020,Oktober,17,Montag,Unfall mit Leichtverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Abbiegeunfall,Tageslicht,0,1,0,1,0,0,"356760,9873","5641899,258",6.962484191,50.91094825,trocken,"5,201E+18","Krad, PKW"
216211,5,3,15,0,2020,Oktober,16,Sonntag,Unfall mit Leichtverletzten,Unfall anderer Art,Sonstiger Unfall,Tageslicht,0,0,0,0,0,1,"361229,3824","5651975,848",7.022162207,51.00260032,nass/feucht,"5,201E+18",Sonstige
216234,5,3,15,0,2020,Oktober,14,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,0,1,0,0,0,0,"353257,0217","5645093,279",6.911391292,50.93877161,trocken,"5,20101E+18",PKW
216264,5,3,15,0,2020,Oktober,21,Sonntag,Unfall mit Leichtverletzten,Abkommen von Fahrbahn nach links,Fahrunfall,Dunkelheit,0,1,0,0,0,0,"351758,5128","5653271,164",6.886743984,51.01187829,nass/feucht,"5,201E+18",PKW
216292,5,3,15,0,2020,Oktober,6,Freitag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Sonstiger Unfall,Dämmerung,0,0,1,0,0,1,"363517,1313","5638893,748",7.059650454,50.88557337,trocken,"5,201E+18","Fuss, Sonstige"
216294,5,3,15,0,2020,Oktober,6,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Abbiegeunfall,Dämmerung,1,1,0,0,0,0,"356520,129","5652105,954",6.955036815,51.00261443,trocken,"5,201E+18","Rad, PKW"
216301,5,3,15,0,2020,Oktober,20,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit entgegenkommendem Fahrzeug,Unfall durch ruhenden Verkehr,Dunkelheit,0,1,0,0,1,0,"358455,0606","5649506,958",6.983608972,50.97973671,nass/feucht,"5,201E+18","PKW, Gkfz"
216310,5,3,15,0,2020,Oktober,17,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,0,1,0,0,0,0,"353491,6652","5650114,603",6.912706873,50.98395587,nass/feucht,"5,201E+18",PKW
216313,5,3,15,0,2020,Oktober,8,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"357700,9912","5645134,954",6.974583598,50.94025993,nass/feucht,"5,20101E+18",Rad
216315,5,3,15,0,2020,Oktober,8,Samstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,0,0,0,1,0,0,"355702,9606","5642372,225",6.947257442,50.91493521,nass/feucht,"5,20101E+18",Krad
216316,5,3,15,0,2020,Oktober,7,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"352414,206","5647353,406",6.898487969,50.95886721,trocken,"5,20101E+18","Rad, PKW"
216317,5,3,15,0,2020,Oktober,13,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,0,1,0,0,0,1,"352921,0249","5645846,238",6.906308411,50.94545253,trocken,"5,20101E+18","PKW, Sonstige"
216318,5,3,15,0,2020,Oktober,7,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Dämmerung,0,0,0,1,0,0,"353768,1663","5647412,057",6.917730111,50.95973947,nass/feucht,"5,20101E+18",Krad
216321,5,3,15,0,2020,Oktober,14,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,0,1,0,0,0,1,"354261,2753","5646512,533",6.925106971,50.95178069,trocken,"5,20101E+18","PKW, Sonstige"
216323,5,3,15,0,2020,Oktober,22,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Dunkelheit,1,1,0,0,0,0,"355270,7027","5641576,872",6.941427906,50.90767927,nass/feucht,"5,20101E+18","Rad, PKW"
216325,5,3,15,0,2020,Oktober,22,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Einbiegen / Kreuzen-Unfall,Dunkelheit,1,1,0,0,0,0,"356403,1443","5645423,268",6.956009525,50.94252922,nass/feucht,"5,20101E+18","Rad, PKW"
216340,5,3,15,0,2020,Oktober,10,Samstag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Tageslicht,0,1,1,0,0,0,"355969,8197","5644762,447",6.950106943,50.93648245,nass/feucht,"5,20101E+18","Fuss, PKW"
216351,5,3,15,0,2020,Oktober,9,Samstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,0,0,0,1,0,0,"356197,8102","5645037,547",6.953241003,50.93901164,nass/feucht,"5,20101E+18",Krad
216447,5,3,15,0,2020,Oktober,13,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall durch ruhenden Verkehr,Tageslicht,1,0,0,0,0,1,"353774,9632","5647456,896",6.91780881,50.96014415,trocken,"5,20101E+18","Rad, Sonstige"
216450,5,3,15,0,2020,Oktober,16,Donnerstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,0,0,0,0,0,1,"353400,2545","5646348,134",6.91292342,50.95008494,trocken,"5,20101E+18",Sonstige
216451,5,3,15,0,2020,Oktober,16,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"360651,802","5637619,327",7.019426169,50.87343573,trocken,"5,20101E+18","Rad, PKW"
216452,5,3,15,0,2020,Oktober,7,Donnerstag,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Dunkelheit,1,0,0,0,0,0,"354889,9517","5643836,739",6.935117029,50.92789263,nass/feucht,"5,20101E+18",Rad
216453,5,3,15,0,2020,Oktober,15,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Abbiegeunfall,Tageslicht,1,0,0,0,1,0,"354262,3219","5640288,54",6.927609339,50.89584765,trocken,"5,20101E+18","Rad, Gkfz"
216479,5,3,15,0,2020,Oktober,7,Samstag,Unfall mit Leichtverletzten,Aufprall auf Fahrbahnhindernis,Überschreiten-Unfall,Dämmerung,0,1,1,0,0,0,"359299,1658","5644514,503",6.997555906,50.93507608,nass/feucht,"5,20101E+18","Fuss, PKW"
216502,5,3,15,0,2020,Oktober,12,Samstag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Tageslicht,0,0,1,0,0,1,"359904,6903","5648069,154",7.004800295,50.96716958,trocken,"5,20101E+18","Fuss, Sonstige"
216511,5,3,15,0,2020,Oktober,14,Donnerstag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,0,0,0,1,1,"356906,5949","5638918,81",6.965721812,50.88419913,trocken,"5,20101E+18","Gkfz, Sonstige"
216528,5,3,15,0,2020,Oktober,8,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,0,"361949,8226","5646535,266",7.034489974,50.95387787,nass/feucht,"5,20101E+18",PKW
216535,5,3,15,0,2020,Oktober,18,Freitag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Sonstiger Unfall,Dämmerung,0,1,1,0,0,0,"363062,3522","5640917,674",7.052430146,50.90365572,nass/feucht,"5,20101E+18","Fuss, PKW"
216537,5,3,15,0,2020,Oktober,8,Freitag,Unfall mit Schwerverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Überschreiten-Unfall,Tageslicht,1,0,1,0,0,0,"359318,3609","5644518,471",6.997827379,50.93511643,nass/feucht,"5,20101E+18","Rad, Fuss"
216541,5,3,15,0,2020,Oktober,15,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,0,"362353,986","5643775,754",7.041283413,50.9291739,nass/feucht,"5,20101E+18",PKW
216546,5,3,15,0,2020,Oktober,10,Freitag,Unfall mit Schwerverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"357776,2467","5644170,873",6.976030311,50.93161432,nass/feucht,"5,20101E+18",Rad
216548,5,3,15,0,2020,Oktober,8,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Einbiegen / Kreuzen-Unfall,Tageslicht,1,0,0,1,0,0,"361960,0274","5647390,743",7.034310702,50.96156872,nass/feucht,"5,20101E+18","Rad, Krad"
216551,5,3,15,0,2020,Oktober,17,Mittwoch,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,1,1,0,0,0,1,"365405,3992","5637346,797",7.08704901,50.87211289,nass/feucht,"5,20101E+18","Rad, PKW, Sonstige"
216552,5,3,15,0,2020,Oktober,22,Mittwoch,Unfall mit Leichtverletzten,Abkommen von Fahrbahn nach links,Fahrunfall,Dunkelheit,0,1,0,0,0,0,"361811,4182","5650985,963",7.030829186,50.99384413,nass/feucht,"5,20101E+18",PKW
216553,5,3,15,0,2020,Oktober,16,Mittwoch,Unfall mit Leichtverletzten,Abkommen von Fahrbahn nach rechts,Fahrunfall,Tageslicht,0,1,0,0,0,0,"351669,9454","5653217,231",6.88550438,51.0113708,nass/feucht,"5,20101E+18",PKW
216554,5,3,15,0,2020,Oktober,9,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"359787,0118","5647561,261",7.003321187,50.96257647,nass/feucht,"5,20101E+18","Rad, PKW"
216556,5,3,15,0,2020,Oktober,8,Mittwoch,Unfall mit Schwerverletzten,Unfall anderer Art,Einbiegen / Kreuzen-Unfall,Tageslicht,1,0,0,0,0,1,"354599,3729","5643319,06",6.931191474,50.92316721,nass/feucht,"5,20101E+18","Rad, Sonstige"
216557,5,3,15,0,2020,Oktober,14,Mittwoch,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"354915,5778","5643858,74",6.935472674,50.92809679,nass/feucht,"5,20101E+18",Rad
216558,5,3,15,0,2020,Oktober,12,Samstag,Unfall mit Leichtverletzten,Zusammenstoß zwischen Fahrzeug und Fußgänger,Unfall im Längsverkehr,Tageslicht,0,1,1,0,0,0,"357755,6203","5644190,501",6.975729315,50.93178564,nass/feucht,"5,20101E+18","Fuss, PKW"
216559,5,3,15,0,2020,Oktober,13,Mittwoch,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,0,0,0,0,0,"354916,9127","5643859,887",6.935491199,50.92810743,nass/feucht,"5,20101E+18",Rad
216561,5,3,15,0,2020,Oktober,10,Samstag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Unfall im Längsverkehr,Tageslicht,0,1,0,0,0,1,"355973,0207","5652129,352",6.947235153,51.002688,nass/feucht,"5,20101E+18","PKW, Sonstige"
216562,5,3,15,0,2020,Oktober,16,Mittwoch,Unfall mit Leichtverletzten,Unfall anderer Art,Fahrunfall,Tageslicht,1,1,0,0,0,0,"356408,3916","5643004,501",6.957037045,50.92079336,nass/feucht,"5,20101E+18","Rad, PKW"
216564,5,3,15,0,2020,Oktober,15,Freitag,Unfall mit Leichtverletzten,Unfall anderer Art,Abbiegeunfall,Tageslicht,1,1,0,0,0,0,"360061,4894","5646340,767",7.007696578,50.95167447,trocken,"5,20101E+18","Rad, PKW"
216567,5,3,15,0,2020,Oktober,15,Dienstag,Unfall mit Leichtverletzten,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug,Einbiegen / Kreuzen-Unfall,Tageslicht,1,1,0,0,0,0,"352681,0708","5642952,611",6.904064652,50.91938746,nass/feucht,"5,20101E+18","Rad, PKW"
216571,5,3,15,0,2020,Oktober,17,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug,Abbiegeunfall,Tageslicht,0,1,0,0,0,1,"362850,9046","5641598,493",7.049168918,50.90972434,trocken,"5,20102E+18","PKW, Sonstige"
216575,5,3,15,0,2020,Oktober,18,Freitag,Unfall mit Leichtverletzten,Zusammenstoß mit anfahrendem/ anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr,Dämmerung,1,1,0,0,0,0,"358844,3245","5639797,975",6.992911599,50.892577,trocken,"5,20102E+18","Rad, PKW"
