OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,USTRZUSTAND,UIDENTSTLAE
30882,5,3,15,0,2021,10,7,5,3,2,6,1,0,1,0,0,0,0,"357359,014","5642370,895",6.970800781,50.91533494,0,"5,21E+18"
30889,5,3,15,0,2021,7,13,6,3,0,2,0,1,1,0,0,0,0,"354908,6512","5641490,127",6.936316277,50.90680883,0,"5,21E+18"
30894,5,3,15,0,2021,1,0,7,3,9,1,2,0,1,0,0,1,0,"347911,8816","5659844,553",6.829189958,51.06994238,1,"5,21E+18"
30895,5,3,15,0,2021,6,7,4,3,6,4,0,1,0,1,0,0,0,"353208,0761","5645203,647",6.910650672,50.93975099,0,"5,21E+18"
30900,5,3,15,0,2021,6,17,2,3,4,3,0,1,0,0,0,0,0,"356253,661","5644601,345",6.954207475,50.93510547,0,"5,21E+18"
30901,5,3,15,0,2021,7,18,2,2,0,7,0,1,0,0,0,0,0,"354740,4118","5644776,24",6.932616164,50.93629805,0,"5,21E+18"
30906,5,3,15,0,2021,11,13,1,2,3,6,0,0,1,0,1,0,0,"356468,7859","5643933,225",6.957530146,50.92915474,0,"5,21E+18"
30909,5,3,15,0,2021,9,15,6,3,2,6,0,0,1,0,0,0,0,"355396,4494","5635201,671",6.945736891,50.85041752,0,"5,21E+18"
30910,5,3,15,0,2021,4,14,5,3,5,2,0,1,1,0,0,0,0,"354308,471","5642506,9",6.927379722,50.91579516,0,"5,21E+18"
30911,5,3,15,0,2021,10,20,3,2,0,1,2,1,0,0,0,0,0,"355256,7131","5645163,202",6.939805529,50.9399054,1,"5,21E+18"
30914,5,3,15,0,2021,11,14,6,3,5,2,0,0,1,0,0,0,1,"354723,2273","5645620,452",6.932035116,50.94388042,0,"5,21E+18"
30916,5,3,15,0,2021,7,18,6,3,5,3,0,0,1,0,0,0,0,"349216,7608",5649542,6.852085307,50.97770663,0,"5,21E+18"
30924,5,3,15,0,2021,2,9,6,2,6,4,0,0,0,1,0,0,1,"353999,2126","5646828,982",6.921251676,50.95455818,0,"5,21E+18"
30926,5,3,15,0,2021,5,21,3,3,5,2,0,1,1,0,0,0,0,"354948,2736","5645448,306",6.935304898,50.94239006,1,"5,21E+18"
30928,5,3,15,0,2021,4,16,6,3,2,7,0,0,1,0,0,0,0,"350825,5197","5651071,708",6.874357243,50.99187209,0,"5,21E+18"
30931,5,3,15,0,2021,2,16,7,3,5,3,0,1,1,0,0,0,0,"353202,293","5646839,928",6.909908832,50.95445411,0,"5,21E+18"
30933,5,3,15,0,2021,9,17,2,3,1,6,0,0,1,0,0,0,0,"355935,494","5644655,285",6.949661106,50.93551083,0,"5,21E+18"
30935,5,3,15,0,2021,5,11,6,2,4,3,0,1,1,0,0,0,0,"356039,821","5639996,125",6.95298329,50.89366556,0,"5,21E+18"
30936,5,3,15,0,2021,9,15,6,3,8,2,0,0,1,0,0,0,0,"351227,938","5648230,9",6.881249903,50.96644768,0,"5,21E+18"
30938,5,3,15,0,2021,6,23,7,3,3,6,2,0,1,0,0,0,0,"351701,3825","5651483,048",6.886660676,50.99579489,1,"5,21E+18"
30943,5,3,15,0,2021,9,17,2,3,0,1,0,0,0,0,1,0,0,"357578,4065","5645067,285",6.972866407,50.93962153,0,"5,21E+18"
30948,5,3,15,0,2021,9,13,5,3,6,4,0,0,0,1,0,0,1,"355188,3859","5644752,351",6.93899696,50.93619603,0,"5,21E+18"
30950,5,3,15,0,2021,2,17,1,3,5,3,0,1,1,0,0,0,0,"357891,003","5643519,588",6.977916191,50.92578951,0,"5,21E+18"
30958,5,3,15,0,2021,12,12,3,3,0,1,0,1,0,0,0,0,0,"353660,43","5646360,133",6.916619982,50.95025888,0,"5,21E+18"
30959,5,3,15,0,2021,11,14,4,3,0,6,0,0,1,0,1,0,0,"351738,756","5643568,261",6.890417554,50.92467867,0,"5,21E+18"
30960,5,3,15,0,2021,4,17,6,3,2,6,0,0,1,0,0,0,1,"355638,8783","5646722,156",6.944623323,50.95401121,0,"5,21E+18"
30968,5,3,15,0,2021,6,0,4,2,0,1,2,1,0,0,0,0,0,"353032,4944","5644894,237",6.90827813,50.93692572,1,"5,21E+18"
30969,5,3,15,0,2021,4,17,7,3,8,1,0,0,1,0,0,0,0,"352484,6524","5651064,759",6.897984549,50.99223727,0,"5,21E+18"
30972,5,3,15,0,2021,10,10,7,3,3,6,0,0,1,0,1,0,0,"354420,1711","5641826,714",6.929239044,50.90971068,1,"5,21E+18"
30973,5,3,15,0,2021,12,14,5,3,2,6,0,0,1,0,0,0,0,"355138,1967","5639119,609",6.940519149,50.885563,0,"5,21E+18"
30983,5,3,15,0,2021,9,9,5,3,0,3,0,0,0,0,1,1,0,"354398,9533","5653375,954",6.92431605,51.01349449,0,"5,21E+18"
30992,5,3,15,0,2021,12,17,6,3,5,2,2,1,1,0,0,0,0,"352606,9359","5644940,543",6.902206953,50.93723324,0,"5,21E+18"
30995,5,3,15,0,2021,7,20,7,2,8,1,1,1,1,0,0,0,0,"351832,2509","5650930,31",6.888749751,50.99086147,1,"5,21E+18"
30997,5,3,15,0,2021,1,12,5,3,2,6,0,0,1,0,0,0,0,"354831,2332","5646215,219",6.933334389,50.94925264,0,"5,21E+18"
31002,5,3,15,0,2021,7,17,6,3,0,6,0,0,0,1,0,0,1,"356556,3168","5646356,057",6.957820924,50.95095021,0,"5,21E+18"
31003,5,3,15,0,2021,7,19,4,3,5,3,0,0,1,0,0,0,0,"357944,6079","5647114,39",6.977276575,50.95810914,1,"5,21E+18"
31006,5,3,15,0,2021,11,13,6,2,9,7,0,0,1,0,0,0,0,"355616,5868","5637928,325",6.947786202,50.87497679,1,"5,21E+18"
31007,5,3,15,0,2021,9,17,5,3,3,6,0,1,0,0,0,0,1,"354324,8846","5642494,955",6.92761783,50.91569196,1,"5,21E+18"
31009,5,3,15,0,2021,6,9,4,3,1,5,0,1,1,0,0,0,0,"353758,0276","5646256,093",6.918050246,50.94934869,0,"5,21E+18"
31020,5,3,15,0,2021,1,20,1,3,2,6,2,0,1,0,0,0,0,"352347,6869","5651202,965",6.895978088,50.99344413,1,"5,21E+18"
31021,5,3,15,0,2021,9,11,4,3,2,6,0,0,1,0,0,0,0,"354110,258",5646000,6.923163789,50.94713652,0,"5,21E+18"
31028,5,3,15,0,2021,5,23,3,3,0,1,2,1,0,0,0,0,0,"353218,479","5643532,876",6.911471479,50.92473905,0,"5,21E+18"
31030,5,3,15,0,2021,1,11,7,3,4,6,0,0,1,0,0,0,0,"355827,6909","5636292,981",6.951429205,50.86033274,1,"5,21E+18"
31034,5,3,15,0,2021,9,17,4,3,2,6,0,0,1,0,0,0,0,"354266,778","5645242,794",6.925693351,50.94037134,0,"5,21E+18"
31036,5,3,15,0,2021,3,14,4,3,4,6,0,1,0,0,0,0,1,"355188,4657","5644746,102",6.939000579,50.93613989,0,"5,21E+18"
31042,5,3,15,0,2021,12,19,5,3,6,4,2,0,1,1,0,0,0,"352729,683","5647103,976",6.903077837,50.95670641,1,"5,21E+18"
31051,5,3,15,0,2021,6,9,7,3,6,4,0,0,1,1,0,0,0,"356573,599","5647115,222",6.957767682,50.95777701,0,"5,21E+18"
31052,5,3,15,0,2021,5,17,6,3,2,6,0,0,1,0,0,0,0,"357682,7306","5640077,737",6.976296896,50.89480619,0,"5,21E+18"
31058,5,3,15,0,2021,12,8,6,3,5,3,0,1,1,0,0,0,0,"354365,1381","5643975,47",6.927598843,50.92900711,1,"5,21E+18"
31059,5,3,15,0,2021,1,10,5,3,5,3,0,1,1,0,0,0,0,"355375,5936","5648312,982",6.940245053,50.96824155,0,"5,21E+18"
31060,5,3,15,0,2021,11,13,3,3,3,6,0,1,1,0,0,0,0,"353764,5239","5646249,92",6.918145143,50.94929486,1,"5,21E+18"
31071,5,3,15,0,2021,6,17,2,3,5,2,0,1,1,0,0,0,0,"354084,053","5644846,628",6.923253003,50.9367649,0,"5,21E+18"
31073,5,3,15,0,2021,1,9,6,3,0,2,0,1,1,0,0,0,0,"354906,7658","5641491,296",6.936289015,50.90681886,0,"5,21E+18"
31079,5,3,15,0,2021,10,0,1,3,6,4,2,1,0,1,0,0,0,"353210,3296","5645207,158",6.910681309,50.93978312,0,"5,21E+18"
31080,5,3,15,0,2021,5,14,4,3,0,1,0,0,0,0,1,0,0,"352523,7204","5643730,277",6.90151311,50.92633583,1,"5,21E+18"
31081,5,3,15,0,2021,6,14,3,3,5,2,0,1,1,0,0,0,0,"356123,9531","5648933,313",6.950650534,50.97400374,0,"5,21E+18"
31083,5,3,15,0,2021,3,8,6,3,2,6,0,0,1,0,0,0,0,"351892,7903","5651541,358",6.889362583,50.99636818,0,"5,21E+18"
31085,5,3,15,0,2021,10,9,4,3,2,6,0,0,1,0,0,0,1,"354769,4944","5646646,471",6.932284046,50.95311263,0,"5,21E+18"
31086,5,3,15,0,2021,1,18,6,3,0,7,2,0,0,0,0,0,1,"351449,1187","5648071,073",6.884462834,50.96506848,1,"5,21E+18"
31087,5,3,15,0,2021,3,7,6,3,0,3,0,0,1,0,0,0,0,"357088,9769","5639857,508",6.967945746,50.89268037,0,"5,21E+18"
31091,5,3,15,0,2021,9,16,5,3,3,6,0,1,1,0,0,0,0,"357451,5259","5636179,45",6.974531303,50.85971502,0,"5,21E+18"
31095,5,3,15,0,2021,6,17,5,3,5,3,0,1,1,0,0,0,0,"354391,7502","5645801,867",6.927247426,50.94542713,0,"5,21E+18"
31096,5,3,15,0,2021,7,1,4,3,0,6,2,1,0,0,1,0,0,"355247,5997","5645239,675",6.939645518,50.94059036,0,"5,21E+18"
31099,5,3,15,0,2021,10,8,5,3,0,7,0,0,0,0,0,1,1,"357999,467","5645064,716",6.978856509,50.93970229,1,"5,21E+18"
31102,5,3,15,0,2021,6,10,4,3,1,6,0,0,1,0,0,1,0,"357067,7586","5634787,167",6.96962556,50.84710773,0,"5,21E+18"
31114,5,3,15,0,2021,9,14,1,3,3,7,0,0,1,0,0,0,0,"353007,5008","5640591,978",6.909656283,50.89825653,0,"5,21E+18"
31118,5,3,15,0,2021,6,14,6,3,0,6,0,1,1,0,0,0,0,"356295,776","5648031,948",6.953452435,50.96594625,0,"5,21E+18"
31120,5,3,15,0,2021,6,0,6,3,0,7,2,0,0,0,0,0,1,"357078,5458","5644730,708",6.965888534,50.93647306,0,"5,21E+18"
31123,5,3,15,0,2021,3,14,4,2,0,1,0,1,0,0,0,0,0,"356488,0778","5651563,405",6.954794769,50.99773067,0,"5,21E+18"
31125,5,3,15,0,2021,10,7,3,2,0,1,1,0,0,0,1,0,0,"357574,8568","5645071,437",6.972814293,50.93965797,1,"5,21E+18"
31126,5,3,15,0,2021,12,16,6,2,2,6,1,0,1,0,0,0,0,"348891,8298","5644906,596",6.849384584,50.93596669,0,"5,21E+18"
31128,5,3,15,0,2021,12,12,4,3,4,6,0,1,1,0,0,0,0,"355590,649","5644697,994",6.944739689,50.9358084,0,"5,21E+18"
31132,5,3,15,0,2021,6,21,2,2,0,7,0,1,0,0,0,0,0,"357924,6017","5644837,532",6.977880224,50.93764215,0,"5,21E+18"
31137,5,3,15,0,2021,9,23,4,3,4,6,2,1,0,0,0,0,0,"353292,8494","5643398,006",6.912583193,50.92354594,0,"5,21E+18"
31141,5,3,15,0,2021,10,14,6,2,0,1,0,0,0,0,1,0,0,"355747,1422","5650504,88",6.944663255,50.98803275,1,"5,21E+18"
31143,5,3,15,0,2021,3,19,7,2,6,4,2,0,1,1,0,0,0,"354897,0935","5645493,333",6.93455896,50.94278183,0,"5,21E+18"
31144,5,3,15,0,2021,12,20,4,3,5,3,2,0,1,0,0,0,1,"350587,3108","5649351,417",6.871672711,50.97635123,0,"5,21E+18"
31149,5,3,15,0,2021,6,20,6,3,0,5,0,1,1,0,0,0,0,"353000,5646","5644281,867",6.908071016,50.93141445,0,"5,21E+18"
31150,5,3,15,0,2021,12,9,5,3,2,6,0,0,1,0,0,0,0,"352495,371","5651534,475",6.897946404,50.9964611,0,"5,21E+18"
31151,5,3,15,0,2021,9,23,3,3,0,1,2,1,0,0,0,0,0,"355857,5971","5644749,014",6.948516156,50.9363337,0,"5,21E+18"
31154,5,3,15,0,2021,5,8,2,3,4,3,0,1,0,0,0,0,1,"355303,7128","5645501,775",6.940339551,50.94295988,0,"5,21E+18"
31155,5,3,15,0,2021,3,3,5,3,8,1,2,0,1,0,0,0,0,"354005,8788","5653346,419",6.918728229,51.01312943,1,"5,21E+18"
31158,5,3,15,0,2021,11,14,3,2,2,6,0,0,1,0,0,1,1,"358241,0191","5646266,115",6.981824707,50.9505587,0,"5,21E+18"
31166,5,3,15,0,2021,1,5,3,2,5,3,2,1,1,0,0,0,0,"355235,7945","5651548,56",6.936966575,50.99728359,1,"5,21E+18"
31172,5,3,15,0,2021,6,15,3,3,0,3,0,1,1,0,0,0,0,"352524,4596","5643730,364",6.901523586,50.9263368,0,"5,21E+18"
31173,5,3,15,0,2021,7,12,6,3,3,6,0,1,1,0,0,0,0,"353570,7403","5646457,24",6.915304954,50.95110877,0,"5,21E+18"
31179,5,3,15,0,2021,1,8,2,3,1,6,1,0,1,0,0,0,1,"350384,983","5648527,965",6.869131554,50.9688989,2,"5,21E+18"
31181,5,3,15,0,2021,2,14,5,3,5,3,0,1,1,0,0,0,0,"356459,511","5644599,373",6.957135909,50.93513902,0,"5,21E+18"
31184,5,3,15,0,2021,10,8,5,3,0,7,0,0,1,0,0,0,1,"352078,887","5642446,799",6.89570853,50.9146879,1,"5,21E+18"
31187,5,3,15,0,2021,5,16,2,3,0,1,0,1,0,0,0,0,0,"355229,5826","5644428,627",6.939711481,50.93329713,1,"5,21E+18"
31188,5,3,15,0,2021,12,18,5,3,3,5,2,1,1,0,0,0,0,"353710,4406","5646305,73",6.917353317,50.94978268,0,"5,21E+18"
31190,5,3,15,0,2021,6,17,7,3,5,2,0,0,1,0,0,0,0,"356869,1375","5644434,595",6.963026473,50.93375998,0,"5,21E+18"
31191,5,3,15,0,2021,6,1,1,2,8,1,2,0,1,0,0,0,0,"358060,5695","5644000,275",6.980140217,50.93015119,0,"5,21E+18"
31194,5,3,15,0,2021,9,14,1,3,2,6,0,0,1,0,0,1,0,"357132,6534","5636881,769",6.969729278,50.86594811,0,"5,21E+18"
31199,5,3,15,0,2021,1,18,4,3,2,6,2,0,1,0,0,0,0,"352076,5061","5642448,915",6.895673827,50.91470631,1,"5,21E+18"
31200,5,3,15,0,2021,2,11,6,2,6,4,0,0,1,1,0,0,0,"353963,7472","5642199,411",6.92260217,50.91294472,0,"5,21E+18"
31205,5,3,15,0,2021,12,18,5,3,5,3,2,0,1,0,0,0,0,"356838,8547","5644141,538",6.962710903,50.93111879,0,"5,21E+18"
31215,5,3,15,0,2021,12,14,5,3,9,6,0,0,0,0,1,0,0,"356351,7286","5647364,954",6.954512071,50.95996605,0,"5,21E+18"
31217,5,3,15,0,2021,11,17,3,3,1,6,2,0,1,0,0,0,0,"356838,6087","5634873,346",6.966338951,50.84782557,0,"5,21E+18"
31220,5,3,15,0,2021,6,14,3,3,5,3,0,0,1,0,0,0,1,"356415,4685","5647036,938",6.955548496,50.95703411,1,"5,21E+18"
31221,5,3,15,0,2021,10,9,3,3,3,6,0,0,1,0,0,1,0,"348410,5781","5643466,599",6.84313925,50.92290025,1,"5,21E+18"
31223,5,3,15,0,2021,3,13,7,3,1,6,0,0,1,0,0,0,0,"348949,4279","5646120,002",6.849700592,50.94688576,1,"5,21E+18"
31225,5,3,15,0,2021,12,11,3,3,6,7,0,0,0,1,0,0,1,"355854,2767","5650245,371",6.946291627,50.98572744,0,"5,21E+18"
31227,5,3,15,0,2021,6,23,7,3,1,7,2,0,1,0,0,0,0,"355199,3161","5644583,378",6.939219557,50.93468025,1,"5,21E+18"
31234,5,3,15,0,2021,6,13,6,3,1,6,0,0,1,0,0,0,0,"357183,449","5638787,053",6.969706532,50.88308353,0,"5,21E+18"
31241,5,3,15,0,2021,2,10,4,3,5,3,0,1,1,0,0,0,0,"354841,2891","5644800,224",6.934041332,50.93653898,0,"5,21E+18"
31246,5,3,15,0,2021,9,7,3,3,6,7,0,0,0,1,0,0,1,"353156,3495","5644904,026",6.910035705,50.93704524,0,"5,21E+18"
31250,5,3,15,0,2021,6,15,4,3,7,7,0,0,0,0,1,0,0,"354551,4195","5644821,068",6.929910345,50.93665327,0,"5,21E+18"
31251,5,3,15,0,2021,5,15,4,3,1,7,0,0,1,0,0,0,0,"353794,4379","5641775,251",6.920365343,50.90909004,1,"5,21E+18"
31253,5,3,15,0,2021,9,13,3,3,9,1,0,0,1,0,0,0,0,"356934,1719","5643593,64",6.964281441,50.92621852,0,"5,21E+18"
31257,5,3,15,0,2021,6,16,2,3,3,6,0,0,1,0,0,0,0,"357658,106","5646948,703",6.973264608,50.95654943,0,"5,21E+18"
31260,5,3,15,0,2021,5,16,7,3,0,4,0,0,0,1,1,0,0,"354263,0923","5645891,788",6.925381264,50.94620271,0,"5,21E+18"
31262,5,3,15,0,2021,11,17,5,3,2,7,2,0,1,0,0,0,0,"354960,7957","5639220,805",6.937958644,50.88642792,0,"5,21E+18"
31265,5,3,15,0,2021,6,13,3,3,2,6,0,0,1,0,0,0,0,"357089,4372","5644082,72",6.966297534,50.93065233,1,"5,21E+18"
31268,5,3,15,0,2021,9,14,3,3,5,3,0,1,0,0,0,0,0,"356365,8093","5647282,698",6.954744905,50.95923033,0,"5,21E+18"
31270,5,3,15,0,2021,9,18,5,3,5,3,0,0,1,0,0,0,0,"357738,092","5645088,421",6.975129491,50.9398509,0,"5,21E+18"
31273,5,3,15,0,2021,11,18,5,3,2,6,2,0,1,0,0,0,0,"355573,955","5639801,07",6.946440647,50.89179632,0,"5,21E+18"
31275,5,3,15,0,2021,6,17,6,3,1,3,0,0,1,0,0,0,1,"355187,1935","5644093,976",6.939241598,50.93027906,0,"5,21E+18"
31277,5,3,15,0,2021,6,16,3,3,0,2,0,1,1,0,0,0,0,"354573,982","5644817,487",6.930232669,50.93662678,0,"5,21E+18"
31286,5,3,15,0,2021,5,12,2,3,0,1,0,1,0,0,0,0,0,"353894,4587","5646151,684",6.920033049,50.94844499,0,"5,21E+18"
31294,5,3,15,0,2021,6,4,3,2,2,6,1,0,1,0,0,0,0,"352524,765","5651484,368",6.898385339,50.99601834,0,"5,21E+18"
31317,5,3,15,0,2021,2,7,6,3,8,1,1,0,1,0,0,0,0,"352095,1301","5651960,845",6.892073117,51.00018991,0,"5,21E+18"
31320,5,3,15,0,2021,6,9,5,3,5,3,0,1,1,0,0,0,0,"354917,206","5647910,709",6.933881623,50.96451117,0,"5,21E+18"
31323,5,3,15,0,2021,10,12,2,3,5,2,0,0,1,0,0,0,1,"356524,9433","5644628,466",6.958055053,50.93541676,0,"5,21E+18"
31326,5,3,15,0,2021,6,18,7,3,0,5,0,1,1,0,0,0,1,"353019,1959","5644692,896",6.908170204,50.93511296,0,"5,21E+18"
31330,5,3,15,0,2021,1,17,4,2,6,4,2,0,0,1,0,0,1,"354472,1564","5644828,596",6.928780018,50.93670092,1,"5,21E+18"
31331,5,3,15,0,2021,11,11,6,3,2,2,0,0,1,0,0,0,0,"355479,8433","5651028,209",6.940649173,50.9926687,0,"5,21E+18"
31334,5,3,15,0,2021,1,21,6,3,4,6,2,0,1,0,0,0,0,"351355,262","5656502,073",6.879674905,51.04080813,2,"5,21E+18"
31335,5,3,15,0,2021,1,16,2,2,8,1,0,0,1,0,0,0,0,"356870,9351","5644600,302",6.962986957,50.93524963,0,"5,21E+18"
31336,5,3,15,0,2021,9,14,6,3,0,1,0,1,0,0,0,0,0,"358307,0446","5644792,268",6.98333742,50.93732946,0,"5,21E+18"
31340,5,3,15,0,2021,7,19,7,2,5,2,0,0,1,0,0,0,0,"348632,1894","5645142,448",6.845594123,50.93801802,1,"5,21E+18"
31342,5,3,15,0,2021,4,12,4,3,6,5,0,0,1,1,0,0,0,"354142,7676","5644470,16",6.92423875,50.93339656,1,"5,21E+18"
31350,5,3,15,0,2021,5,16,2,3,2,6,0,0,1,0,0,0,0,"353398,2932","5649700,699",6.91154451,50.98021253,1,"5,21E+18"
31355,5,3,15,0,2021,12,18,2,3,0,1,2,0,0,0,1,0,0,"354669,5005","5643132,825",6.932262795,50.92151123,0,"5,21E+18"
31360,5,3,15,0,2021,11,8,3,3,2,6,0,0,1,0,0,0,0,"356496,8018","5646343,844",6.956979011,50.95082563,1,"5,21E+18"
31363,5,3,15,0,2021,5,13,1,3,5,3,0,1,0,0,0,0,1,"352077,6481","5642447,9",6.895690473,50.91469748,0,"5,21E+18"
31366,5,3,15,0,2021,9,1,7,3,0,1,2,0,0,0,0,0,1,"355246,656","5644412,837",6.939960562,50.93315952,0,"5,21E+18"
31367,5,3,15,0,2021,6,19,5,3,4,2,0,0,1,0,0,0,0,"353957,0396","5654043,345",6.917751883,51.01937998,0,"5,21E+18"
31376,5,3,15,0,2021,2,1,1,3,9,1,2,0,1,0,0,0,0,"352933,8584","5646990,074",6.906028951,50.95573497,1,"5,21E+18"
31380,5,3,15,0,2021,9,13,2,3,0,2,0,1,1,0,0,0,0,"354964,849","5645432,878",6.935546815,50.94225558,0,"5,21E+18"
31386,5,3,15,0,2021,9,18,4,3,0,1,0,1,0,0,0,0,0,"353228,9113","5644878,473",6.911078006,50.93683408,0,"5,21E+18"
31389,5,3,15,0,2021,6,8,2,2,5,2,0,1,1,0,0,0,0,"353438,4392","5644862,74",6.914064327,50.93674598,1,"5,21E+18"
31391,5,3,15,0,2021,5,9,3,3,1,5,0,1,1,0,0,0,0,"356335,7965","5647639,095",6.954177125,50.96242572,1,"5,21E+18"
31392,5,3,15,0,2021,11,14,3,3,5,3,0,0,1,0,0,0,1,"351170,31","5645044,386",6.881732421,50.93779745,0,"5,21E+18"
31400,5,3,15,0,2021,4,13,6,2,2,6,0,0,1,0,0,0,0,"349046,0326","5648893,265",6.849924438,50.97183224,0,"5,21E+18"
31402,5,3,15,0,2021,6,17,6,3,0,1,0,1,0,0,0,0,0,"355841,075","5650278,401",6.946090562,50.98602097,0,"5,21E+18"
31404,5,3,15,0,2021,6,17,4,3,2,6,0,0,1,0,0,0,0,"355187,926","5644093,258",6.9392523,50.93027279,0,"5,21E+18"
31406,5,3,15,0,2021,6,22,7,2,0,1,1,1,0,0,0,0,0,"354621,7506","5644689,417",6.930963152,50.93548789,0,"5,21E+18"
31407,5,3,15,0,2021,11,13,1,3,2,6,0,0,1,0,0,0,0,"357930,0871","5639598,341",6.979998326,50.89055872,0,"5,21E+18"
31411,5,3,15,0,2021,9,10,7,3,7,1,0,0,0,0,0,0,1,"357316,0589","5644724,614",6.969269023,50.93647711,0,"5,21E+18"
31415,5,3,15,0,2021,3,15,4,3,2,6,0,0,1,0,0,0,0,"353608,347","5644209,661",6.916743158,50.93092014,0,"5,21E+18"
31417,5,3,15,0,2021,9,16,3,3,0,1,0,1,1,0,0,0,0,"353922,8065","5646131,403",6.920444462,50.94826993,0,"5,21E+18"
31424,5,3,15,0,2021,1,6,3,3,3,6,2,0,1,0,0,1,0,"352273,5617","5641147,91",6.899001683,50.90306518,1,"5,21E+18"
31426,5,3,15,0,2021,2,9,6,3,1,5,0,1,1,0,0,0,0,"356292,0055","5648078,726",6.953380295,50.96636569,0,"5,21E+18"
31432,5,3,15,0,2021,11,6,3,3,9,1,1,1,0,0,0,0,0,"349324,3204","5645106,736",6.85545254,50.93787836,1,"5,21E+18"
31437,5,3,15,0,2021,10,0,1,3,0,1,2,1,0,0,0,0,0,"354186,6149","5644606,17",6.924807905,50.93462992,0,"5,21E+18"
31445,5,3,15,0,2021,5,1,6,3,0,1,2,0,0,0,0,0,1,"353251,1322","5643479,354",6.911957306,50.92426637,0,"5,21E+18"
31448,5,3,15,0,2021,12,16,6,3,5,3,2,1,1,0,0,0,0,"353656,5489","5648665,785",6.915637517,50.97097789,1,"5,21E+18"
31451,5,3,15,0,2021,3,14,4,3,3,6,0,0,1,0,1,0,0,"354792,9141","5646144,408",6.932817484,50.94860663,0,"5,21E+18"
31455,5,3,15,0,2021,9,16,6,3,0,5,0,0,1,1,0,0,0,"356400,9294","5638070,987",6.95887096,50.87645431,0,"5,21E+18"
31463,5,3,15,0,2021,7,20,7,3,0,2,1,1,1,0,0,0,0,"355368,9795","5645608,398",6.941225603,50.94393445,0,"5,21E+18"
31464,5,3,15,0,2021,9,11,4,2,6,7,0,0,1,1,0,0,0,"353849,1379","5646184,577",6.919375112,50.9487291,1,"5,21E+18"
31466,5,3,15,0,2021,11,13,3,3,6,4,0,0,1,1,0,0,0,"356692,4946","5638346,581",6.962904467,50.87900345,1,"5,21E+18"
31468,5,3,15,0,2021,5,10,6,3,3,2,0,1,1,0,0,0,0,"349111,9383","5645138,434",6.852418876,50.93810768,0,"5,21E+18"
31473,5,3,15,0,2021,11,13,3,3,4,6,0,1,0,0,0,0,1,"352861,6545","5644904,649",6.905844175,50.93697573,0,"5,21E+18"
31474,5,3,15,0,2021,6,17,5,3,1,5,0,1,0,0,0,0,1,"354174,8663","5647129,718",6.923630379,50.95730526,0,"5,21E+18"
31476,5,3,15,0,2021,10,6,1,2,0,1,2,1,0,0,0,0,0,"355082,0497","5644788,019",6.937470414,50.93648986,0,"5,21E+18"
31482,5,3,15,0,2021,10,17,6,2,5,2,0,1,0,0,0,0,1,"353246,7507","5646806,669",6.910554774,50.95416655,0,"5,21E+18"
31483,5,3,15,0,2021,6,19,1,3,0,7,0,0,0,0,1,0,0,"352974,8184","5656049,66",6.90294383,51.03715927,0,"5,21E+18"
31484,5,3,15,0,2021,6,13,7,3,5,3,0,1,0,0,0,0,0,"356154,6206","5648806,915",6.951137061,50.97287549,0,"5,21E+18"
31485,5,3,15,0,2021,9,11,1,3,2,6,0,0,1,0,0,0,0,"353367,8741","5641328,805",6.914481518,50.90496978,0,"5,21E+18"
31491,5,3,15,0,2021,9,11,5,3,2,6,0,0,1,0,0,0,0,"357050,5832","5639885,765",6.967389135,50.89292481,0,"5,21E+18"
31495,5,3,15,0,2021,7,6,7,3,0,1,0,0,0,0,0,0,1,"357572,455","5641873,891",6.974029149,50.91092108,0,"5,21E+18"
31503,5,3,15,0,2021,12,10,5,3,0,5,0,1,0,0,0,0,1,"353576,0447","5642724,794",6.916880048,50.91756793,0,"5,21E+18"
31505,5,3,15,0,2021,11,2,2,3,0,1,2,0,0,0,0,0,1,"355435,282","5645708,929",6.942128845,50.94485454,1,"5,21E+18"
31507,5,3,15,0,2021,3,16,4,3,5,3,0,0,1,0,0,0,1,"354896,9805","5647927,807",6.933586974,50.96465974,0,"5,21E+18"
31514,5,3,15,0,2021,10,10,7,3,2,6,0,0,1,0,0,0,1,"353298,087","5652626,72",6.908936183,51.00648175,0,"5,21E+18"
31516,5,3,15,0,2021,1,9,5,3,5,3,0,1,1,1,0,0,0,"355841,7798","5644664,76",6.948324524,50.93557256,0,"5,21E+18"
31517,5,3,15,0,2021,12,19,5,3,2,6,2,0,1,0,0,0,0,"356429,3421","5655108,563",6.95255532,51.02957542,1,"5,21E+18"
31518,5,3,15,0,2021,11,12,6,3,0,2,0,1,0,0,0,0,1,"354480,1692","5645758,215",6.928522643,50.94505717,0,"5,21E+18"
31520,5,3,15,0,2021,12,2,6,3,6,4,2,0,0,1,0,0,1,"353829,53","5646580,864",6.918937076,50.95228542,0,"5,21E+18"
31530,5,3,15,0,2021,9,16,6,3,3,2,0,1,1,0,0,0,0,"354177,274","5644899,288",6.924557765,50.93726172,0,"5,21E+18"
